Tempo(s)	Deformacao(mm)	Forca(N)
0.016667 	0.00018915 	-0.0016194 
0.083333 	0.00094575 	-0.0032388 
0.10000 	0.0026481 	-0.0016194 
0.11667 	0.0043504 	-0.0016194 
0.13333 	0.0056745 	-0.0016194 
0.15000 	0.0069985 	-0.0016194 
0.16667 	0.0079443 	-0.0032388 
0.18333 	0.0090792 	-0.0016194 
0.20000 	0.010403 	-0.0016194 
0.21667 	0.011727 	-0.0016194 
0.23333 	0.013240 	-0.0016194 
0.25000 	0.015132 	-0.0016194 
0.26667 	0.016834 	0.00000 
0.28333 	0.018726 	0.00000 
0.30000 	0.020428 	0.0016178 
0.31667 	0.022130 	0.0016178 
0.33333 	0.023833 	0.0016178 
0.35000 	0.025535 	0.0016178 
0.36667 	0.027616 	0.0032355 
0.38333 	0.029507 	0.0032355 
0.40000 	0.031399 	0.0032355 
0.41667 	0.033101 	0.0016178 
0.43333 	0.034803 	0.0016178 
0.45000 	0.036506 	0.0032355 
0.46667 	0.038208 	0.0032355 
0.48333 	0.039721 	0.0032355 
0.50000 	0.041234 	0.0032355 
0.51667 	0.042937 	0.0016178 
0.53333 	0.044639 	0.0016178 
0.55000 	0.046342 	0.0032355 
0.56667 	0.048044 	0.0032355 
0.58333 	0.049746 	0.0032355 
0.60000 	0.051449 	0.0032355 
0.61667 	0.053151 	0.0048533 
0.63333 	0.054664 	0.0032355 
0.65000 	0.056177 	0.0032355 
0.66667 	0.057880 	0.0032355 
0.68333 	0.059582 	0.0032355 
0.70000 	0.061284 	0.0032355 
0.71667 	0.062987 	0.0032355 
0.73333 	0.064878 	0.0048533 
0.75000 	0.066391 	0.0048533 
0.76667 	0.068094 	0.0048533 
0.78333 	0.069796 	0.0048533 
0.80000 	0.071309 	0.0048533 
0.81667 	0.073012 	0.0048533 
0.83333 	0.074525 	0.0048533 
0.85000 	0.076416 	0.0032355 
0.86667 	0.077929 	0.0032355 
0.88333 	0.079821 	0.0032355 
0.90000 	0.081334 	0.0048533 
0.91667 	0.083036 	0.0048533 
0.93333 	0.084739 	0.0032355 
0.95000 	0.086252 	0.0032355 
0.96667 	0.087765 	0.0048533 
0.98333 	0.089467 	0.0032355 
1.0000 	0.091170 	0.0032355 
1.0167 	0.092872 	0.0048533 
1.0333 	0.094575 	0.0048533 
1.0500 	0.096277 	0.0048533 
1.0667 	0.097979 	0.0048533 
