Tempo(s)	Deformacao(mm)	Forca(N)
0.016667 	0.00000 	0.00000 
0.083333 	0.00075660 	0.00000 
0.10000 	0.0015132 	0.00000 
0.11667 	0.0024589 	0.0016178 
0.13333 	0.0035938 	0.0016178 
0.15000 	0.0047287 	0.0032355 
0.16667 	0.0062419 	0.0064711 
0.18333 	0.0077551 	0.011324 
0.20000 	0.0092683 	0.016178 
0.21667 	0.010781 	0.019413 
0.23333 	0.012484 	0.021031 
0.25000 	0.014564 	0.022649 
0.26667 	0.016834 	0.024267 
0.28333 	0.018726 	0.021031 
0.30000 	0.020428 	0.019413 
0.31667 	0.022130 	0.021031 
0.33333 	0.023644 	0.021031 
0.35000 	0.025157 	0.021031 
0.36667 	0.026859 	0.021031 
0.38333 	0.028562 	0.019413 
0.40000 	0.030453 	0.016178 
0.41667 	0.032155 	0.016178 
0.43333 	0.033858 	0.017796 
0.45000 	0.035560 	0.021031 
0.46667 	0.037073 	0.022649 
0.48333 	0.038776 	0.024267 
0.50000 	0.040289 	0.022649 
0.51667 	0.041991 	0.024267 
0.53333 	0.043693 	0.022649 
0.55000 	0.045396 	0.019413 
0.56667 	0.047098 	0.019413 
0.58333 	0.048800 	0.021031 
0.60000 	0.050503 	0.022649 
0.61667 	0.052016 	0.022649 
0.63333 	0.053718 	0.022649 
0.65000 	0.055232 	0.021031 
0.66667 	0.056934 	0.021031 
0.68333 	0.058447 	0.022649 
0.70000 	0.060149 	0.024267 
0.71667 	0.061852 	0.025884 
0.73333 	0.063554 	0.024267 
0.75000 	0.065256 	0.024267 
0.76667 	0.066959 	0.022649 
0.78333 	0.068472 	0.021031 
0.80000 	0.069985 	0.022649 
0.81667 	0.071687 	0.027502 
0.83333 	0.073201 	0.029120 
0.85000 	0.074903 	0.029120 
0.86667 	0.076605 	0.030738 
0.88333 	0.078308 	0.029120 
0.90000 	0.080010 	0.029120 
0.91667 	0.081902 	0.025884 
0.93333 	0.083604 	0.025884 
0.95000 	0.085117 	0.027502 
0.96667 	0.086819 	0.027502 
0.98333 	0.088333 	0.025884 
1.0000 	0.090035 	0.027502 
1.0167 	0.091737 	0.030738 
1.0333 	0.093440 	0.030738 
1.0500 	0.095142 	0.032355 
1.0667 	0.096844 	0.030738 
1.0833 	0.098547 	0.030738 
1.1000 	0.10025 	0.030738 
1.1167 	0.10176 	0.033973 
1.1333 	0.10346 	0.032355 
1.1500 	0.10498 	0.035591 
1.1667 	0.10668 	0.037209 
1.1833 	0.10838 	0.038827 
1.2000 	0.11008 	0.037209 
1.2167 	0.11179 	0.037209 
1.2333 	0.11349 	0.037209 
1.2500 	0.11500 	0.038827 
1.2667 	0.11670 	0.038827 
1.2833 	0.11822 	0.038827 
1.3000 	0.11992 	0.038827 
1.3167 	0.12162 	0.040444 
1.3333 	0.12333 	0.040444 
1.3500 	0.12503 	0.040444 
1.3667 	0.12673 	0.040444 
1.3833 	0.12843 	0.042062 
1.4000 	0.13013 	0.043680 
1.4167 	0.13165 	0.043680 
1.4333 	0.13335 	0.045298 
1.4500 	0.13486 	0.043680 
1.4667 	0.13657 	0.043680 
1.4833 	0.13827 	0.045298 
1.5000 	0.13997 	0.043680 
