Tempo(s)	Deformacao(mm)	Forca(N)
0.016667 	0.00000 	0.00000 
0.066667 	0.00075660 	0.00000 
0.083333 	0.0015132 	0.00000 
0.10000 	0.0022698 	0.00000 
0.11667 	0.0035938 	0.00000 
0.13333 	0.0049179 	0.00000 
0.15000 	0.0068094 	0.00000 
0.16667 	0.0087009 	0.00000 
0.18333 	0.010214 	0.00000 
0.20000 	0.011727 	-0.0016194 
0.21667 	0.013430 	0.00000 
0.23333 	0.015132 	0.00000 
0.25000 	0.016834 	0.00000 
0.26667 	0.018537 	0.00000 
0.28333 	0.020050 	0.00000 
0.30000 	0.021752 	0.00000 
0.31667 	0.023265 	0.00000 
0.33333 	0.024968 	0.00000 
0.35000 	0.026481 	0.00000 
0.36667 	0.028183 	0.00000 
0.38333 	0.029886 	0.0016178 
0.40000 	0.031588 	0.00000 
0.41667 	0.033290 	0.00000 
0.43333 	0.034993 	0.0016178 
0.45000 	0.036695 	0.0016178 
0.46667 	0.038208 	0.0016178 
0.48333 	0.039910 	0.0016178 
0.50000 	0.041424 	0.0016178 
0.51667 	0.043126 	0.0016178 
0.53333 	0.044828 	0.0016178 
0.55000 	0.046531 	0.0016178 
0.56667 	0.048233 	0.00000 
0.58333 	0.049935 	0.00000 
0.60000 	0.051638 	0.0016178 
0.61667 	0.053340 	0.0016178 
0.63333 	0.054853 	0.00000 
0.65000 	0.056366 	0.00000 
0.66667 	0.057880 	0.00000 
0.68333 	0.059582 	0.00000 
0.70000 	0.061284 	0.00000 
0.71667 	0.062987 	0.00000 
0.73333 	0.064689 	0.00000 
0.75000 	0.066391 	0.00000 
0.76667 	0.068094 	0.00000 
0.78333 	0.069607 	0.00000 
0.80000 	0.071309 	0.00000 
0.81667 	0.072822 	0.00000 
0.83333 	0.074525 	0.00000 
0.85000 	0.076227 	0.00000 
0.86667 	0.077929 	0.00000 
0.88333 	0.079821 	0.00000 
0.90000 	0.081523 	0.00000 
0.91667 	0.083226 	0.00000 
0.93333 	0.084928 	0.00000 
0.95000 	0.086441 	0.00000 
0.96667 	0.088143 	0.00000 
0.98333 	0.089846 	0.00000 
1.0000 	0.091359 	0.00000 
1.0167 	0.093061 	0.00000 
1.0333 	0.094764 	0.00000 
1.0500 	0.096655 	0.00000 
1.0667 	0.098357 	0.00000 
1.0833 	0.099871 	0.00000 
1.1000 	0.10157 	0.00000 
1.1167 	0.10309 	0.00000 
1.1333 	0.10479 	0.00000 
1.1500 	0.10630 	0.00000 
1.1667 	0.10800 	0.00000 
1.1833 	0.10971 	0.00000 
1.2000 	0.11160 	0.00000 
1.2167 	0.11330 	0.00000 
1.2333 	0.11500 	0.00000 
1.2500 	0.11652 	0.00000 
1.2667 	0.11822 	0.00000 
1.2833 	0.11973 	0.00000 
1.3000 	0.12143 	0.00000 
1.3167 	0.12314 	0.00000 
1.3333 	0.12484 	0.00000 
1.3500 	0.12654 	0.00000 
1.3667 	0.12824 	0.00000 
1.3833 	0.12995 	0.00000 
1.4000 	0.13146 	0.00000 
1.4167 	0.13316 	0.00000 
1.4333 	0.13467 	0.00000 
1.4500 	0.13638 	0.00000 
1.4667 	0.13789 	0.0016178 
1.4833 	0.13959 	0.00000 
1.5000 	0.14148 	0.00000 
1.5167 	0.14319 	-0.0016194 
1.5333 	0.14470 	0.0016178 
1.5500 	0.14640 	0.00000 
1.5667 	0.14810 	0.00000 
1.5833 	0.14962 	0.00000 
1.6000 	0.15132 	0.00000 
1.6167 	0.15302 	0.00000 
1.6333 	0.15453 	0.0016178 
1.6500 	0.15624 	0.00000 
1.6667 	0.15794 	0.00000 
1.6833 	0.15983 	0.00000 
1.7000 	0.16153 	0.00000 
1.7167 	0.16324 	0.00000 
1.7333 	0.16494 	0.00000 
1.7500 	0.16645 	0.00000 
1.7667 	0.16815 	0.00000 
1.7833 	0.16986 	0.00000 
1.8000 	0.17156 	0.00000 
1.8167 	0.17326 	0.00000 
1.8333 	0.17496 	0.00000 
1.8500 	0.17667 	0.00000 
1.8667 	0.17837 	0.00000 
1.8833 	0.17988 	0.00000 
1.9000 	0.18158 	0.00000 
1.9167 	0.18310 	0.00000 
1.9333 	0.18461 	0.00000 
1.9500 	0.18631 	0.00000 
1.9667 	0.18801 	0.00000 
1.9833 	0.18972 	0.00000 
2.0000 	0.19142 	0.00000 
2.0167 	0.19312 	0.00000 
2.0333 	0.19463 	0.00000 
2.0500 	0.19634 	-0.0016194 
2.0667 	0.19785 	0.00000 
2.0833 	0.19955 	0.00000 
2.1000 	0.20107 	-0.0016194 
2.1167 	0.20296 	0.00000 
2.1333 	0.20466 	-0.0016194 
2.1500 	0.20636 	0.00000 
2.1667 	0.20806 	0.0016178 
2.1833 	0.20977 	0.00000 
2.2000 	0.21128 	0.00000 
2.2167 	0.21298 	0.00000 
2.2333 	0.21468 	0.00000 
2.2500 	0.21620 	0.00000 
2.2667 	0.21790 	0.00000 
2.2833 	0.21960 	0.00000 
2.3000 	0.22149 	0.00000 
2.3167 	0.22320 	-0.0016194 
2.3333 	0.22490 	0.00000 
2.3500 	0.22660 	0.00000 
2.3833 	0.22982 	0.00000 
2.4167 	0.23303 	-0.0016194 
