Tempo(s)	Deformacao(mm)	Forca(N)
0.016667 	0.00000 	0.00000 
0.066667 	0.00075660 	0.00000 
0.083333 	0.0015132 	0.00000 
0.11667 	0.0030264 	0.00000 
0.13333 	0.0041613 	0.00000 
0.15000 	0.0056745 	0.00000 
0.16667 	0.0073768 	0.00000 
0.18333 	0.0096466 	0.0016178 
0.20000 	0.011916 	0.00000 
0.21667 	0.013808 	0.00000 
0.23333 	0.015321 	0.0016178 
0.25000 	0.017023 	0.00000 
0.26667 	0.018537 	0.0016178 
0.28333 	0.020050 	0.0016178 
0.30000 	0.021752 	0.00000 
0.31667 	0.023265 	0.0016178 
0.33333 	0.024968 	0.0016178 
0.35000 	0.026670 	0.0016178 
0.36667 	0.028372 	0.0016178 
0.38333 	0.030075 	0.0016178 
0.40000 	0.031777 	0.0016178 
0.41667 	0.033290 	0.0016178 
0.43333 	0.034803 	0.0032355 
0.45000 	0.036506 	0.0032355 
0.46667 	0.038208 	0.0032355 
0.48333 	0.039910 	0.0032355 
0.50000 	0.041613 	0.0016178 
0.51667 	0.043315 	0.0032355 
0.53333 	0.045207 	0.0016178 
0.55000 	0.046720 	0.0032355 
0.56667 	0.048422 	0.0032355 
0.58333 	0.049935 	0.0032355 
0.60000 	0.051449 	0.0016178 
0.61667 	0.053151 	0.0032355 
0.63333 	0.054853 	0.0032355 
0.65000 	0.056745 	0.0032355 
0.66667 	0.058447 	0.0032355 
0.68333 	0.060149 	0.0032355 
0.70000 	0.061852 	0.0032355 
0.71667 	0.063365 	0.0032355 
0.73333 	0.065067 	0.0032355 
0.75000 	0.066580 	0.0032355 
0.76667 	0.068283 	0.0032355 
0.78333 	0.069796 	0.0032355 
0.80000 	0.071498 	0.0032355 
0.81667 	0.073201 	0.0032355 
0.83333 	0.074903 	0.0032355 
0.85000 	0.076605 	0.0032355 
0.86667 	0.078119 	0.0032355 
0.88333 	0.079821 	0.0032355 
0.90000 	0.081334 	0.0032355 
0.91667 	0.082847 	0.0032355 
0.93333 	0.084550 	0.0048533 
0.95000 	0.086252 	0.0032355 
0.96667 	0.087954 	0.0032355 
0.98333 	0.089657 	0.0032355 
1.0000 	0.091548 	0.0032355 
1.0167 	0.093250 	0.0048533 
1.0333 	0.094764 	0.0032355 
1.0500 	0.096466 	0.0032355 
1.0667 	0.097979 	0.0032355 
1.0833 	0.099682 	0.0032355 
1.1000 	0.10138 	0.0032355 
1.1167 	0.10309 	0.0048533 
1.1333 	0.10498 	0.0032355 
1.1500 	0.10668 	0.0032355 
1.1667 	0.10838 	0.0048533 
1.1833 	0.11008 	0.0048533 
1.2000 	0.11160 	0.0048533 
1.2167 	0.11330 	0.0032355 
1.2333 	0.11481 	0.0048533 
1.2500 	0.11652 	0.0048533 
1.2667 	0.11822 	0.0032355 
1.2833 	0.11992 	0.0048533 
1.3000 	0.12162 	0.0048533 
1.3167 	0.12333 	0.0048533 
1.3333 	0.12484 	0.0048533 
1.3500 	0.12654 	0.0048533 
1.3667 	0.12805 	0.0048533 
1.3833 	0.12957 	0.0048533 
1.4000 	0.13127 	0.0048533 
1.4167 	0.13297 	0.0048533 
1.4333 	0.13467 	0.0048533 
1.4500 	0.13638 	0.0064711 
1.4667 	0.13827 	0.0064711 
1.4833 	0.13997 	0.0048533 
1.5000 	0.14148 	0.0048533 
1.5167 	0.14319 	0.0048533 
1.5333 	0.14489 	0.0064711 
1.5500 	0.14640 	0.0048533 
1.5667 	0.14810 	0.0048533 
1.5833 	0.14981 	0.0048533 
1.6000 	0.15170 	0.0048533 
1.6167 	0.15340 	0.0048533 
1.6333 	0.15529 	0.0048533 
1.6500 	0.15680 	0.0048533 
1.6667 	0.15851 	0.0048533 
1.6833 	0.16002 	0.0048533 
1.7000 	0.16172 	0.0064711 
1.7167 	0.16342 	0.0064711 
1.7333 	0.16513 	0.0048533 
1.7500 	0.16683 	0.0048533 
1.7667 	0.16853 	0.0064711 
1.7833 	0.17023 	0.0048533 
1.8000 	0.17194 	0.0048533 
1.8167 	0.17345 	0.0064711 
1.8333 	0.17515 	0.0048533 
1.8500 	0.17667 	0.0048533 
1.8667 	0.17818 	0.0064711 
1.8833 	0.17988 	0.0064711 
1.9000 	0.18158 	0.0048533 
1.9167 	0.18329 	0.0064711 
1.9333 	0.18480 	0.0064711 
1.9500 	0.18650 	0.0064711 
1.9667 	0.18801 	0.0064711 
1.9833 	0.18972 	0.0064711 
2.0000 	0.19123 	0.0064711 
2.0167 	0.19274 	0.0064711 
2.0333 	0.19445 	0.0064711 
2.0500 	0.19615 	0.0048533 
2.0667 	0.19785 	0.0064711 
2.0833 	0.19955 	0.0064711 
2.1000 	0.20125 	0.0064711 
2.1167 	0.20296 	0.0064711 
2.1333 	0.20447 	0.0064711 
2.1500 	0.20617 	0.0080889 
2.1667 	0.20769 	0.0064711 
2.1833 	0.20939 	0.0080889 
2.2000 	0.21109 	0.0064711 
2.2167 	0.21279 	0.0064711 
2.2333 	0.21449 	0.0064711 
2.2500 	0.21620 	0.0080889 
2.2667 	0.21790 	0.0080889 
2.2833 	0.21960 	0.0080889 
2.3000 	0.22130 	0.0080889 
