Tempo(s)	Deformacao(mm)	Forca(N)
0.016667 	0.00000 	0.00000 
0.083333 	0.00075660 	0.00000 
0.11667 	0.0020806 	0.00000 
0.13333 	0.0030264 	0.00000 
0.15000 	0.0041613 	0.00000 
0.16667 	0.0054853 	0.00000 
0.18333 	0.0071877 	0.00000 
0.20000 	0.0090792 	0.00000 
0.21667 	0.011349 	0.00000 
0.23333 	0.013051 	0.00000 
0.25000 	0.014754 	0.00000 
0.26667 	0.016456 	0.00000 
0.28333 	0.018158 	0.00000 
0.30000 	0.019861 	0.00000 
0.31667 	0.021752 	0.0016178 
0.33333 	0.023454 	0.00000 
0.35000 	0.025157 	0.00000 
0.36667 	0.026670 	0.00000 
0.38333 	0.028372 	0.00000 
0.40000 	0.029886 	0.00000 
0.41667 	0.031588 	0.00000 
0.43333 	0.033290 	0.00000 
0.45000 	0.034993 	0.0016178 
0.46667 	0.036884 	0.0016178 
0.48333 	0.038586 	0.00000 
0.50000 	0.040289 	0.00000 
0.51667 	0.041802 	0.0016178 
0.53333 	0.043504 	0.00000 
0.55000 	0.045017 	0.0016178 
0.56667 	0.046531 	0.00000 
0.58333 	0.048233 	0.00000 
0.60000 	0.049935 	0.0016178 
0.61667 	0.051638 	0.00000 
0.63333 	0.053340 	0.00000 
0.65000 	0.055042 	0.00000 
0.66667 	0.056745 	0.0016178 
0.68333 	0.058258 	0.0016178 
0.70000 	0.059771 	0.0016178 
0.71667 	0.061473 	0.0016178 
0.73333 	0.062987 	0.00000 
0.75000 	0.064689 	0.00000 
0.76667 	0.066391 	0.0016178 
0.78333 	0.068094 	0.0016178 
0.80000 	0.069985 	0.0016178 
0.81667 	0.071687 	0.0032355 
0.83333 	0.073201 	0.0016178 
0.85000 	0.074903 	0.0016178 
0.86667 	0.076416 	0.0016178 
0.88333 	0.078119 	0.0016178 
0.90000 	0.079821 	0.0016178 
0.91667 	0.081523 	0.0016178 
0.93333 	0.083226 	0.0032355 
0.95000 	0.084928 	0.0016178 
0.96667 	0.086630 	0.0032355 
0.98333 	0.088333 	0.0048533 
1.0000 	0.089846 	0.0048533 
1.0167 	0.091359 	0.0064711 
1.0333 	0.093061 	0.0080889 
1.0500 	0.094575 	0.0080889 
1.0667 	0.096277 	0.0097066 
1.0833 	0.097979 	0.0097066 
1.1000 	0.099871 	0.011324 
1.1167 	0.10157 	0.014560 
1.1333 	0.10328 	0.014560 
1.1500 	0.10479 	0.016178 
1.1667 	0.10649 	0.017796 
1.1833 	0.10800 	0.017796 
1.2000 	0.10971 	0.019413 
1.2167 	0.11141 	0.021031 
1.2333 	0.11311 	0.022649 
1.2500 	0.11481 	0.022649 
1.2667 	0.11652 	0.024267 
1.2833 	0.11822 	0.025884 
1.3000 	0.11992 	0.027502 
1.3167 	0.12162 	0.029120 
1.3333 	0.12314 	0.030738 
1.3500 	0.12484 	0.030738 
1.3667 	0.12654 	0.033973 
1.3833 	0.12824 	0.033973 
1.4000 	0.12995 	0.035591 
1.4167 	0.13165 	0.037209 
1.4333 	0.13335 	0.037209 
1.4500 	0.13505 	0.040444 
1.4667 	0.13675 	0.042062 
1.4833 	0.13846 	0.042062 
