Tempo(s)	Deformacao(mm)	Forca(N)
0.016667 	0.00000 	0.00000 
0.10000 	0.0013240 	0.00000 
0.11667 	0.0028372 	0.00000 
0.13333 	0.0045396 	0.00000 
0.15000 	0.0062419 	0.00000 
0.16667 	0.0073768 	0.00000 
0.18333 	0.0085117 	0.00000 
0.20000 	0.0096466 	0.00000 
0.21667 	0.010971 	0.0016178 
0.23333 	0.012295 	0.0016178 
0.25000 	0.013997 	0.0016178 
0.26667 	0.015510 	0.0016178 
0.28333 	0.017213 	0.0016178 
0.30000 	0.018915 	0.0032355 
0.31667 	0.020617 	0.0032355 
0.33333 	0.022320 	0.0032355 
0.35000 	0.024400 	0.0048533 
0.36667 	0.026481 	0.0048533 
0.38333 	0.028372 	0.0048533 
0.40000 	0.030075 	0.0048533 
0.41667 	0.031777 	0.0048533 
0.43333 	0.033479 	0.0048533 
0.45000 	0.035182 	0.0048533 
0.46667 	0.037073 	0.0048533 
0.48333 	0.038776 	0.0048533 
0.50000 	0.040478 	0.0048533 
0.51667 	0.042180 	0.0048533 
0.53333 	0.043693 	0.0064711 
0.55000 	0.045396 	0.0064711 
0.56667 	0.046909 	0.0064711 
0.58333 	0.048611 	0.0064711 
0.60000 	0.050314 	0.0064711 
0.61667 	0.052016 	0.0064711 
0.63333 	0.053718 	0.0064711 
0.65000 	0.055421 	0.0080889 
0.66667 	0.056934 	0.0064711 
0.68333 	0.058636 	0.0064711 
0.70000 	0.060149 	0.0080889 
0.71667 	0.061852 	0.0064711 
0.73333 	0.063365 	0.0064711 
0.75000 	0.065067 	0.0048533 
0.76667 	0.066580 	0.0048533 
0.78333 	0.068283 	0.0048533 
0.80000 	0.070174 	0.0064711 
0.81667 	0.071877 	0.0064711 
0.83333 	0.073390 	0.0064711 
0.85000 	0.075092 	0.0064711 
0.86667 	0.076605 	0.0064711 
0.88333 	0.078119 	0.0064711 
0.90000 	0.079821 	0.0080889 
0.91667 	0.081523 	0.0064711 
0.93333 	0.083226 	0.0080889 
0.95000 	0.084928 	0.0080889 
0.96667 	0.086630 	0.0080889 
0.98333 	0.088333 	0.0080889 
1.0000 	0.089846 	0.0080889 
1.0167 	0.091548 	0.0064711 
1.0333 	0.093250 	0.0064711 
1.0500 	0.094764 	0.0064711 
1.0667 	0.096466 	0.0048533 
1.0833 	0.098357 	0.0048533 
1.1000 	0.10006 	0.0048533 
1.1167 	0.10176 	0.0032355 
1.1333 	0.10346 	0.0032355 
1.1500 	0.10517 	0.0032355 
1.1667 	0.10687 	0.0032355 
1.1833 	0.10838 	0.0048533 
1.2000 	0.11008 	0.0048533 
1.2167 	0.11179 	0.0032355 
1.2333 	0.11349 	0.0032355 
1.2500 	0.11519 	0.0032355 
1.2667 	0.11689 	0.0016178 
1.2833 	0.11860 	0.0016178 
1.3000 	0.12030 	0.0032355 
1.3167 	0.12200 	0.0016178 
1.3333 	0.12351 	0.00000 
1.3500 	0.12522 	0.0016178 
1.3667 	0.12673 	0.0032355 
1.3833 	0.12843 	0.0016178 
1.4000 	0.13013 	0.0016178 
1.4167 	0.13184 	0.0032355 
1.4333 	0.13354 	0.0032355 
1.4500 	0.13543 	0.0032355 
1.4667 	0.13694 	0.0032355 
1.4833 	0.13865 	0.0032355 
1.5000 	0.14016 	0.0032355 
1.5167 	0.14167 	0.0032355 
1.5333 	0.14337 	0.0032355 
1.5500 	0.14508 	0.0032355 
1.5667 	0.14678 	0.0032355 
1.5833 	0.14848 	0.0032355 
1.6000 	0.15018 	0.0032355 
1.6167 	0.15189 	0.0032355 
1.6333 	0.15340 	0.0032355 
1.6500 	0.15510 	0.0032355 
1.6667 	0.15662 	0.0032355 
1.6833 	0.15813 	0.0032355 
1.7000 	0.15983 	0.0032355 
1.7167 	0.16153 	0.0048533 
1.7333 	0.16324 	0.0032355 
1.7500 	0.16513 	0.0032355 
1.7667 	0.16664 	0.0032355 
1.7833 	0.16834 	0.0032355 
1.8000 	0.17004 	0.0048533 
1.8167 	0.17156 	0.0032355 
1.8333 	0.17326 	0.0032355 
1.8500 	0.17496 	0.0032355 
1.8667 	0.17667 	0.0032355 
1.8833 	0.17837 	0.0032355 
1.9000 	0.18026 	0.0032355 
1.9167 	0.18196 	0.0032355 
1.9333 	0.18366 	0.0032355 
1.9500 	0.18518 	0.0048533 
