Tempo(s)	Deformacao(mm)	Forca(N)
0.016667 	0.00000 	0.00000 
0.083333 	0.0011349 	0.00000 
0.10000 	0.0018915 	0.00000 
0.11667 	0.0028372 	0.00000 
0.13333 	0.0039721 	0.00000 
0.15000 	0.0049179 	0.00000 
0.16667 	0.0060528 	0.00000 
0.18333 	0.0073768 	0.00000 
0.20000 	0.0088900 	0.00000 
0.21667 	0.010781 	0.00000 
0.23333 	0.012484 	0.00000 
0.25000 	0.015132 	0.0016178 
0.26667 	0.017402 	0.00000 
0.28333 	0.019293 	-0.0016194 
0.30000 	0.020806 	0.00000 
0.31667 	0.022320 	0.00000 
0.33333 	0.024022 	0.00000 
0.35000 	0.025535 	0.00000 
0.36667 	0.027237 	0.00000 
0.38333 	0.028940 	0.00000 
0.40000 	0.030642 	0.00000 
0.41667 	0.032344 	0.00000 
0.43333 	0.034047 	0.00000 
0.45000 	0.035749 	0.00000 
0.46667 	0.037452 	0.00000 
0.48333 	0.038965 	0.00000 
0.50000 	0.040478 	-0.0016194 
0.51667 	0.042369 	-0.0016194 
0.53333 	0.043883 	0.0016178 
0.55000 	0.045774 	0.00000 
0.56667 	0.047476 	0.00000 
0.58333 	0.049179 	0.00000 
0.60000 	0.050881 	0.00000 
0.61667 	0.052394 	0.00000 
0.63333 	0.053907 	0.00000 
0.65000 	0.055610 	0.0016178 
0.66667 	0.057312 	0.00000 
0.68333 	0.058825 	0.00000 
0.70000 	0.060528 	0.00000 
0.71667 	0.062230 	0.00000 
0.73333 	0.064122 	0.0016178 
0.75000 	0.065824 	0.00000 
0.76667 	0.067337 	0.00000 
0.78333 	0.068850 	0.00000 
0.80000 	0.070553 	-0.0016194 
0.81667 	0.072066 	0.00000 
0.83333 	0.073768 	0.00000 
0.85000 	0.075470 	0.00000 
0.86667 	0.077173 	0.00000 
0.88333 	0.078875 	0.00000 
0.90000 	0.080577 	0.00000 
0.91667 	0.082280 	0.00000 
0.93333 	0.083793 	0.00000 
0.95000 	0.085495 	0.00000 
0.96667 	0.087009 	0.00000 
0.98333 	0.088711 	0.00000 
1.0000 	0.090413 	0.0016178 
1.0167 	0.092116 	0.0016178 
1.0333 	0.093818 	0.0016178 
1.0500 	0.095709 	0.00000 
1.0667 	0.097412 	0.0016178 
1.0833 	0.099114 	0.00000 
1.1000 	0.10063 	0.00000 
1.1167 	0.10214 	0.00000 
1.1333 	0.10384 	0.0016178 
1.1500 	0.10536 	0.00000 
1.1667 	0.10706 	0.00000 
1.1833 	0.10876 	0.0016178 
1.2000 	0.11046 	0.0016178 
1.2167 	0.11217 	0.00000 
1.2333 	0.11387 	0.0016178 
1.2500 	0.11557 	0.0016178 
1.2667 	0.11708 	0.0016178 
1.2833 	0.11879 	0.0032355 
1.3000 	0.12030 	0.0032355 
1.3167 	0.12200 	0.0032355 
1.3333 	0.12370 	0.0032355 
1.3500 	0.12559 	0.0032355 
1.3667 	0.12730 	0.0032355 
1.3833 	0.12900 	0.0048533 
1.4000 	0.13051 	0.0064711 
1.4167 	0.13222 	0.0064711 
1.4333 	0.13373 	0.0064711 
1.4500 	0.13543 	0.0064711 
1.4667 	0.13713 	0.0080889 
1.4833 	0.13884 	0.0097066 
1.5000 	0.14054 	0.0097066 
1.5167 	0.14224 	0.011324 
1.5333 	0.14394 	0.012942 
1.5500 	0.14564 	0.012942 
1.5667 	0.14735 	0.014560 
1.5833 	0.14886 	0.016178 
1.6000 	0.15037 	0.016178 
1.6167 	0.15208 	0.017796 
1.6333 	0.15378 	0.019413 
1.6500 	0.15548 	0.021031 
1.6667 	0.15718 	0.022649 
1.6833 	0.15889 	0.024267 
1.7000 	0.16059 	0.025884 
1.7167 	0.16210 	0.027502 
1.7333 	0.16380 	0.029120 
1.7500 	0.16532 	0.030738 
1.7667 	0.16683 	0.032355 
1.7833 	0.16853 	0.033973 
1.8000 	0.17023 	0.037209 
1.8167 	0.17213 	0.038827 
1.8333 	0.17383 	0.040444 
1.8500 	0.17553 	0.042062 
1.8667 	0.17723 	0.045298 
1.8833 	0.17893 	0.046915 
1.9000 	0.18045 	0.048533 
1.9167 	0.18215 	0.050151 
1.9333 	0.18366 	0.053387 
1.9500 	0.18537 	0.053387 
1.9667 	0.18726 	0.055004 
1.9833 	0.18896 	0.058240 
2.0000 	0.19066 	0.061475 
2.0167 	0.19236 	0.063093 
2.0333 	0.19407 	0.064711 
2.0500 	0.19558 	0.066329 
2.0667 	0.19728 	0.069564 
2.0833 	0.19880 	0.072800 
2.1000 	0.20050 	0.072800 
2.1167 	0.20220 	0.074418 
2.1333 	0.20390 	0.077653 
2.1500 	0.20560 	0.079271 
2.1667 	0.20731 	0.082506 
2.1833 	0.20882 	0.084124 
2.2000 	0.21052 	0.087360 
2.2167 	0.21204 	0.087360 
2.2333 	0.21374 	0.090595 
2.2500 	0.21525 	0.092213 
2.2667 	0.21695 	0.093831 
2.2833 	0.21866 	0.095449 
2.3000 	0.22036 	0.097066 
2.3167 	0.22225 	0.10030 
2.3333 	0.22395 	0.10192 
2.3667 	0.22717 	0.10677 
2.3833 	0.22887 	0.10839 
2.4167 	0.23209 	0.11163 
2.4333 	0.23379 	0.11324 
2.4500 	0.23549 	0.11648 
2.4667 	0.23719 	0.11810 
2.4833 	0.23890 	0.12133 
2.5000 	0.24060 	0.12295 
2.5167 	0.24230 	0.12457 
2.5500 	0.24533 	0.12780 
2.5833 	0.24873 	0.13104 
2.6167 	0.25214 	0.13428 
2.6500 	0.25554 	0.13913 
2.6833 	0.25876 	0.14236 
2.7167 	0.26197 	0.14560 
2.7500 	0.26519 	0.14884 
2.7833 	0.26878 	0.15369 
2.8167 	0.27200 	0.15531 
2.8500 	0.27521 	0.16178 
2.8833 	0.27862 	0.16340 
2.9167 	0.28202 	0.16663 
2.9500 	0.28561 	0.17148 
2.9833 	0.28902 	0.17310 
3.0167 	0.29224 	0.17796 
3.0500 	0.29564 	0.18119 
3.0833 	0.29904 	0.18443 
3.1167 	0.30245 	0.18766 
3.1500 	0.30548 	0.19090 
3.1833 	0.30869 	0.19413 
3.2167 	0.31191 	0.19413 
3.2500 	0.31531 	0.19737 
3.2833 	0.31872 	0.20060 
3.3167 	0.32193 	0.20384 
3.3500 	0.32515 	0.20707 
3.3833 	0.32855 	0.20869 
3.4167 	0.33196 	0.21031 
3.4500 	0.33536 	0.21516 
3.4833 	0.33858 	0.21678 
3.5167 	0.34179 	0.21840 
3.5500 	0.34520 	0.22163 
3.5833 	0.34879 	0.22487 
3.6167 	0.35201 	0.22649 
3.6500 	0.35522 	0.22811 
3.6833 	0.35844 	0.23134 
3.7167 	0.36203 	0.23296 
3.7500 	0.36544 	0.23458 
3.7833 	0.36865 	0.23781 
3.8167 	0.37206 	0.23943 
3.8500 	0.37546 	0.24267 
3.8833 	0.37887 	0.24267 
3.9167 	0.38208 	0.24590 
3.9500 	0.38549 	0.24752 
3.9833 	0.38870 	0.24914 
4.0167 	0.39211 	0.25075 
4.0500 	0.39532 	0.25237 
4.0833 	0.39873 	0.25561 
4.1167 	0.40175 	0.25723 
4.1500 	0.40516 	0.25723 
4.1833 	0.40856 	0.26046 
4.2167 	0.41216 	0.26208 
4.2500 	0.41537 	0.26370 
4.2833 	0.41859 	0.26531 
4.3167 	0.42199 	0.26531 
4.3500 	0.42559 	0.26693 
4.3833 	0.42880 	0.26693 
4.4000 	0.43050 	0.22325 
4.4167 	0.43202 	0.050151 
