Tempo(s)	Deformacao(mm)	Forca(N)
0.016667 	0.00000 	0.0016178 
0.066667 	0.00075660 	-0.0016194 
0.10000 	0.0020806 	0.00000 
0.11667 	0.0030264 	0.00000 
0.13333 	0.0039721 	-0.0016194 
0.15000 	0.0051070 	0.00000 
0.16667 	0.0062419 	0.0016178 
0.18333 	0.0075660 	0.00000 
0.20000 	0.0092683 	0.00000 
0.21667 	0.011160 	0.00000 
0.23333 	0.012862 	0.00000 
0.25000 	0.014754 	0.00000 
0.26667 	0.016456 	0.00000 
0.28333 	0.019104 	0.0032355 
0.30000 	0.021185 	0.0032355 
0.31667 	0.022887 	0.00000 
0.33333 	0.024589 	0.00000 
0.35000 	0.026292 	0.00000 
0.36667 	0.027994 	0.00000 
0.38333 	0.029696 	0.0016178 
0.40000 	0.031399 	0.00000 
0.41667 	0.032912 	0.00000 
0.43333 	0.034614 	0.0016178 
0.45000 	0.036127 	0.0016178 
0.46667 	0.037641 	0.0016178 
0.48333 	0.039343 	0.0016178 
0.50000 	0.041045 	0.0016178 
0.51667 	0.042748 	0.00000 
0.53333 	0.044450 	0.0016178 
0.55000 	0.046152 	0.00000 
0.56667 	0.047855 	0.0016178 
0.58333 	0.049368 	0.00000 
0.60000 	0.050881 	0.0016178 
0.61667 	0.052583 	0.0016178 
0.63333 	0.054097 	0.00000 
0.65000 	0.055799 	0.0016178 
0.66667 	0.057501 	0.0016178 
0.68333 	0.059393 	0.0016178 
0.70000 	0.061095 	0.0016178 
0.71667 	0.062797 	0.00000 
0.73333 	0.064500 	0.00000 
0.75000 	0.066202 	0.0016178 
0.76667 	0.067715 	0.0016178 
0.78333 	0.069229 	0.0016178 
0.80000 	0.070931 	0.0016178 
0.81667 	0.072633 	0.0016178 
0.83333 	0.074336 	0.0016178 
0.85000 	0.076038 	0.0016178 
0.86667 	0.077740 	0.0016178 
0.88333 	0.079443 	0.0016178 
0.90000 	0.080956 	0.0016178 
0.91667 	0.082658 	0.0016178 
0.93333 	0.084171 	0.0016178 
0.95000 	0.085685 	0.0016178 
0.96667 	0.087387 	0.0016178 
0.98333 	0.089089 	0.0016178 
1.0000 	0.090981 	0.0016178 
1.0167 	0.092683 	0.0016178 
1.0333 	0.094385 	0.0016178 
1.0500 	0.096088 	0.0016178 
1.0667 	0.097601 	0.0016178 
1.0833 	0.099303 	0.0032355 
1.1000 	0.10082 	0.0032355 
1.1167 	0.10252 	0.0016178 
1.1333 	0.10422 	0.0016178 
1.1500 	0.10592 	0.0032355 
1.1667 	0.10781 	0.0032355 
1.1833 	0.10952 	0.0016178 
1.2000 	0.11122 	0.0032355 
1.2167 	0.11273 	0.0032355 
1.2333 	0.11444 	0.0016178 
1.2500 	0.11595 	0.0016178 
1.2667 	0.11765 	0.0032355 
1.2833 	0.11935 	0.0032355 
1.3000 	0.12106 	0.0032355 
1.3167 	0.12276 	0.0032355 
1.3333 	0.12446 	0.0032355 
1.3500 	0.12616 	0.0032355 
1.3667 	0.12768 	0.0032355 
1.3833 	0.12938 	0.0032355 
1.4000 	0.13089 	0.0032355 
1.4167 	0.13240 	0.0048533 
1.4333 	0.13411 	0.0032355 
1.4500 	0.13581 	0.0032355 
1.4667 	0.13751 	0.0048533 
1.4833 	0.13921 	0.0048533 
1.5000 	0.14092 	0.0048533 
1.5167 	0.14262 	0.0048533 
1.5333 	0.14413 	0.0048533 
1.5500 	0.14583 	0.0048533 
1.5667 	0.14735 	0.0048533 
1.5833 	0.14905 	0.0048533 
1.6000 	0.15075 	0.0064711 
1.6167 	0.15245 	0.0064711 
