Tempo(s)	Deformacao(mm)	Forca(N)
0.016667 	0.00000 	0.00000 
0.083333 	0.0011349 	0.0016178 
0.11667 	0.0026481 	0.00000 
0.13333 	0.0035938 	0.0016178 
0.15000 	0.0047287 	0.0016178 
0.16667 	0.0058636 	0.0016178 
0.18333 	0.0075660 	0.0016178 
0.20000 	0.0090792 	0.0016178 
0.21667 	0.010781 	0.0016178 
0.23333 	0.013240 	0.0016178 
0.25000 	0.015321 	0.0016178 
0.26667 	0.017213 	0.0016178 
0.28333 	0.019104 	0.0016178 
0.30000 	0.020806 	0.0016178 
0.31667 	0.022509 	0.0016178 
0.33333 	0.024211 	0.0016178 
0.35000 	0.025724 	0.0016178 
0.36667 	0.027237 	0.0016178 
0.38333 	0.028940 	0.0016178 
0.40000 	0.030453 	0.0016178 
0.41667 	0.032344 	0.0016178 
0.43333 	0.034047 	0.0016178 
0.45000 	0.035749 	0.0016178 
0.46667 	0.037452 	0.0016178 
0.48333 	0.038965 	0.0016178 
0.50000 	0.040478 	0.0016178 
0.51667 	0.042180 	0.0016178 
0.53333 	0.043693 	0.0016178 
0.55000 	0.045396 	0.0016178 
0.56667 	0.047098 	0.0032355 
0.58333 	0.048800 	0.0016178 
0.60000 	0.050692 	0.0016178 
0.61667 	0.052394 	0.0016178 
0.63333 	0.053907 	0.0016178 
0.65000 	0.055610 	0.0016178 
0.66667 	0.057123 	0.0016178 
0.68333 	0.058825 	0.0016178 
0.70000 	0.060528 	0.0016178 
0.71667 	0.062041 	0.0016178 
0.73333 	0.063932 	0.0032355 
0.75000 	0.065635 	0.0032355 
0.76667 	0.067337 	0.0032355 
0.78333 	0.069039 	0.0016178 
0.80000 	0.070742 	0.0016178 
0.81667 	0.072255 	0.0016178 
0.83333 	0.073768 	0.0016178 
0.85000 	0.075470 	0.0032355 
0.86667 	0.076984 	0.0016178 
0.88333 	0.078686 	0.0032355 
0.90000 	0.080577 	0.0016178 
0.91667 	0.082091 	0.0016178 
0.93333 	0.083793 	0.0016178 
0.95000 	0.085495 	0.0016178 
0.96667 	0.087009 	0.0016178 
0.98333 	0.088711 	0.0016178 
1.0000 	0.090224 	0.0032355 
1.0167 	0.091926 	0.0016178 
1.0333 	0.093440 	0.0032355 
1.0500 	0.095331 	0.0032355 
1.0667 	0.097033 	0.0032355 
1.0833 	0.098736 	0.0016178 
1.1000 	0.10044 	0.0016178 
1.1167 	0.10214 	0.0032355 
1.1333 	0.10384 	0.0032355 
1.1500 	0.10536 	0.0032355 
1.1667 	0.10706 	0.0016178 
1.1833 	0.10876 	0.0016178 
1.2000 	0.11046 	0.0032355 
1.2167 	0.11235 	0.0016178 
1.2333 	0.11406 	0.0016178 
1.2500 	0.11576 	0.0016178 
1.2667 	0.11746 	0.0016178 
1.2833 	0.11897 	0.0016178 
1.3000 	0.12068 	0.0032355 
1.3167 	0.12219 	0.0032355 
1.3333 	0.12370 	0.0016178 
1.3500 	0.12541 	0.0016178 
1.3667 	0.12711 	0.0016178 
1.3833 	0.12881 	0.0032355 
1.4000 	0.13051 	0.0016178 
1.4167 	0.13203 	0.0016178 
1.4333 	0.13373 	0.0032355 
1.4500 	0.13524 	0.0032355 
1.4667 	0.13675 	0.0016178 
1.4833 	0.13846 	0.0032355 
1.5000 	0.14016 	0.0032355 
1.5167 	0.14186 	0.0032355 
1.5333 	0.14356 	0.0032355 
1.5500 	0.14527 	0.0032355 
1.5667 	0.14697 	0.0032355 
1.5833 	0.14867 	0.0032355 
1.6000 	0.15037 	0.0032355 
1.6167 	0.15189 	0.0032355 
1.6333 	0.15359 	0.0032355 
1.6500 	0.15510 	0.0032355 
1.6667 	0.15680 	0.0032355 
1.6833 	0.15870 	0.0048533 
1.7000 	0.16059 	0.0048533 
1.7167 	0.16229 	0.0048533 
1.7333 	0.16399 	0.0048533 
1.7500 	0.16569 	0.0064711 
1.7667 	0.16721 	0.0080889 
1.7833 	0.16891 	0.0080889 
1.8000 	0.17042 	0.0080889 
1.8167 	0.17213 	0.0097066 
1.8333 	0.17383 	0.0097066 
1.8500 	0.17553 	0.011324 
1.8667 	0.17723 	0.012942 
1.8833 	0.17893 	0.012942 
1.9000 	0.18045 	0.014560 
1.9167 	0.18215 	0.014560 
1.9333 	0.18366 	0.016178 
1.9500 	0.18518 	0.017796 
1.9667 	0.18688 	0.017796 
1.9833 	0.18858 	0.017796 
2.0000 	0.19028 	0.021031 
2.0167 	0.19199 	0.021031 
2.0333 	0.19388 	0.021031 
2.0500 	0.19558 	0.022649 
