Tempo(s)	Deformacao(mm)	Forca(N)
0.016667 	0.00000 	-0.0032388 
0.066667 	0.00075660 	-0.0032388 
0.10000 	0.0020806 	-0.0032388 
0.11667 	0.0032155 	-0.0032388 
0.13333 	0.0043504 	-0.0016194 
0.15000 	0.0056745 	0.00000 
0.16667 	0.0071877 	0.0016178 
0.18333 	0.0087009 	0.0016178 
0.20000 	0.010781 	0.0032355 
0.21667 	0.012862 	0.0048533 
0.23333 	0.014564 	0.0064711 
0.25000 	0.016267 	0.0064711 
0.26667 	0.017969 	0.0080889 
0.28333 	0.019482 	0.0080889 
0.30000 	0.020996 	0.0064711 
0.31667 	0.022698 	0.0080889 
0.33333 	0.024211 	0.0097066 
0.35000 	0.025913 	0.0097066 
0.36667 	0.027616 	0.0097066 
0.38333 	0.029318 	0.0097066 
0.40000 	0.031020 	0.011324 
0.41667 	0.032723 	0.011324 
0.43333 	0.034425 	0.011324 
0.45000 	0.035938 	0.011324 
0.46667 	0.037641 	0.011324 
0.48333 	0.039154 	0.012942 
0.50000 	0.040856 	0.012942 
0.51667 	0.042559 	0.012942 
0.53333 	0.044261 	0.012942 
0.55000 	0.045963 	0.012942 
0.56667 	0.047666 	0.012942 
0.58333 	0.049368 	0.012942 
0.60000 	0.051070 	0.012942 
0.61667 	0.052583 	0.011324 
0.63333 	0.054286 	0.011324 
0.65000 	0.055988 	0.012942 
0.66667 	0.057501 	0.012942 
0.68333 	0.059204 	0.011324 
0.70000 	0.060906 	0.011324 
0.71667 	0.062608 	0.011324 
0.73333 	0.064500 	0.011324 
0.75000 	0.066202 	0.011324 
0.76667 	0.067715 	0.011324 
0.78333 	0.069418 	0.0097066 
0.80000 	0.070931 	0.0097066 
0.81667 	0.072633 	0.0097066 
0.83333 	0.074146 	0.0064711 
0.85000 	0.075849 	0.0032355 
0.86667 	0.077551 	0.0032355 
0.88333 	0.079253 	0.0032355 
0.90000 	0.080956 	0.0032355 
0.91667 	0.082658 	0.0016178 
0.93333 	0.084171 	0.0032355 
0.95000 	0.085685 	0.0048533 
0.96667 	0.087387 	0.0064711 
0.98333 	0.088900 	0.0064711 
1.0000 	0.090602 	0.0064711 
1.0167 	0.092305 	0.0064711 
1.0333 	0.094007 	0.0064711 
1.0500 	0.095709 	0.0064711 
1.0667 	0.097412 	0.0064711 
1.0833 	0.099114 	0.0048533 
1.1000 	0.10063 	0.0064711 
1.1167 	0.10233 	0.0064711 
1.1333 	0.10384 	0.0048533 
1.1500 	0.10555 	0.0048533 
1.1667 	0.10725 	0.0064711 
1.1833 	0.10895 	0.0064711 
1.2000 	0.11065 	0.0064711 
1.2167 	0.11235 	0.0064711 
1.2333 	0.11406 	0.0080889 
1.2500 	0.11576 	0.0064711 
1.2667 	0.11727 	0.0080889 
1.2833 	0.11897 	0.0080889 
1.3000 	0.12049 	0.0064711 
1.3167 	0.12219 	0.0064711 
1.3333 	0.12389 	0.0064711 
1.3500 	0.12559 	0.0064711 
1.3667 	0.12730 	0.0080889 
1.3833 	0.12900 	0.0080889 
1.4000 	0.13070 	0.0080889 
1.4167 	0.13240 	0.0097066 
1.4333 	0.13392 	0.0080889 
1.4500 	0.13562 	0.0080889 
1.4667 	0.13732 	0.0097066 
1.4833 	0.13902 	0.0097066 
1.5000 	0.14073 	0.0097066 
1.5167 	0.14243 	0.011324 
1.5333 	0.14413 	0.012942 
1.5500 	0.14583 	0.011324 
1.5667 	0.14754 	0.012942 
1.5833 	0.14905 	0.014560 
1.6000 	0.15075 	0.014560 
1.6167 	0.15226 	0.016178 
1.6333 	0.15416 	0.016178 
1.6500 	0.15586 	0.017796 
1.6667 	0.15756 	0.019413 
1.6833 	0.15926 	0.021031 
1.7000 	0.16097 	0.021031 
1.7167 	0.16267 	0.022649 
1.7333 	0.16418 	0.024267 
1.7500 	0.16588 	0.025884 
1.7667 	0.16740 	0.025884 
1.7833 	0.16910 	0.027502 
1.8000 	0.17080 	0.029120 
1.8167 	0.17250 	0.030738 
1.8333 	0.17402 	0.030738 
1.8500 	0.17572 	0.032355 
1.8667 	0.17742 	0.033973 
1.8833 	0.17893 	0.035591 
1.9000 	0.18064 	0.035591 
1.9167 	0.18215 	0.037209 
1.9333 	0.18385 	0.037209 
1.9500 	0.18537 	0.040444 
1.9667 	0.18707 	0.042062 
1.9833 	0.18896 	0.042062 
2.0000 	0.19066 	0.043680 
2.0167 	0.19236 	0.045298 
2.0333 	0.19388 	0.046915 
2.0500 	0.19558 	0.046915 
2.0667 	0.19709 	0.048533 
2.0833 	0.19880 	0.048533 
2.1000 	0.20050 	0.050151 
2.1167 	0.20220 	0.051769 
2.1333 	0.20390 	0.053387 
2.1500 	0.20579 	0.053387 
2.1667 	0.20750 	0.055004 
2.1833 	0.20920 	0.056622 
2.2000 	0.21090 	0.056622 
2.2167 	0.21241 	0.058240 
2.2333 	0.21412 	0.058240 
2.2500 	0.21582 	0.059858 
2.2667 	0.21752 	0.061475 
2.2833 	0.21922 	0.063093 
2.3000 	0.22093 	0.063093 
2.3167 	0.22263 	0.064711 
2.3333 	0.22433 	0.066329 
2.3667 	0.22755 	0.066329 
2.4000 	0.23076 	0.069564 
2.4167 	0.23246 	0.071182 
2.4333 	0.23417 	0.072800 
2.4500 	0.23587 	0.072800 
