Tempo(s)	Deformacao(mm)	Forca(N)
0.016667 	0.00000 	0.00000 
0.10000 	0.0018915 	-0.0016194 
0.11667 	0.0035938 	0.00000 
0.13333 	0.0052962 	0.00000 
0.15000 	0.0068094 	-0.0016194 
0.16667 	0.0077551 	-0.0016194 
0.18333 	0.0090792 	-0.0016194 
0.20000 	0.010403 	0.00000 
0.21667 	0.011916 	0.00000 
0.23333 	0.013430 	0.00000 
0.25000 	0.015132 	-0.0016194 
0.26667 	0.016834 	0.00000 
0.28333 	0.018537 	0.00000 
0.30000 	0.020239 	0.00000 
0.31667 	0.021941 	0.00000 
0.33333 	0.023833 	0.00000 
0.35000 	0.025724 	0.00000 
0.36667 	0.027616 	0.0016178 
0.38333 	0.029318 	0.00000 
0.40000 	0.031020 	0.00000 
0.41667 	0.032912 	0.0016178 
0.43333 	0.034614 	0.0016178 
0.45000 	0.036317 	0.00000 
0.46667 	0.037830 	0.00000 
0.48333 	0.039532 	0.00000 
0.50000 	0.041045 	0.00000 
0.51667 	0.042559 	0.0016178 
0.53333 	0.044261 	0.0016178 
0.55000 	0.045963 	0.0016178 
0.56667 	0.047666 	0.0016178 
0.58333 	0.049368 	0.0016178 
0.60000 	0.051259 	0.0032355 
0.61667 	0.052773 	0.0032355 
0.63333 	0.054475 	0.0032355 
0.65000 	0.055988 	0.0032355 
0.66667 	0.057690 	0.0032355 
0.68333 	0.059204 	0.0032355 
0.70000 	0.060906 	0.0032355 
0.71667 	0.062608 	0.0048533 
0.73333 	0.064500 	0.0064711 
0.75000 	0.066202 	0.0048533 
0.76667 	0.067904 	0.0064711 
0.78333 	0.069607 	0.0064711 
0.80000 	0.071120 	0.0064711 
0.81667 	0.072822 	0.0080889 
0.83333 	0.074336 	0.0080889 
0.85000 	0.076038 	0.0080889 
0.86667 	0.077740 	0.0097066 
0.88333 	0.079443 	0.0097066 
0.90000 	0.081145 	0.011324 
0.91667 	0.082847 	0.011324 
0.93333 	0.084550 	0.011324 
0.95000 	0.086063 	0.012942 
0.96667 	0.087576 	0.012942 
0.98333 	0.089278 	0.014560 
1.0000 	0.090792 	0.016178 
1.0167 	0.092494 	0.016178 
1.0333 	0.094196 	0.016178 
1.0500 	0.095899 	0.017796 
1.0667 	0.097790 	0.017796 
1.0833 	0.099492 	0.019413 
1.1000 	0.10101 	0.019413 
1.1167 	0.10271 	0.021031 
1.1333 	0.10422 	0.022649 
1.1500 	0.10592 	0.022649 
1.1667 	0.10763 	0.022649 
1.1833 	0.10933 	0.024267 
1.2000 	0.11103 	0.025884 
1.2167 	0.11292 	0.027502 
1.2333 	0.11462 	0.027502 
1.2500 	0.11614 	0.029120 
1.2667 	0.11784 	0.030738 
1.2833 	0.11935 	0.032355 
1.3000 	0.12106 	0.032355 
1.3167 	0.12276 	0.032355 
1.3333 	0.12427 	0.035591 
1.3500 	0.12597 	0.035591 
1.3667 	0.12768 	0.035591 
1.3833 	0.12938 	0.037209 
1.4000 	0.13108 	0.038827 
1.4167 	0.13278 	0.038827 
1.4333 	0.13430 	0.040444 
1.4500 	0.13581 	0.042062 
1.4667 	0.13751 	0.042062 
1.4833 	0.13921 	0.043680 
1.5000 	0.14092 	0.043680 
1.5167 	0.14262 	0.045298 
1.5333 	0.14432 	0.046915 
