Tempo(s)	Deformacao(mm)	Forca(N)
0.016667 	0.00000 	0.00000 
0.083333 	0.00094575 	0.00000 
0.10000 	0.0024589 	0.00000 
0.11667 	0.0041613 	0.00000 
0.13333 	0.0058636 	0.00000 
0.15000 	0.0071877 	0.0016178 
0.16667 	0.0083226 	0.0016178 
0.18333 	0.0094575 	0.00000 
0.20000 	0.010781 	0.0016178 
0.21667 	0.012295 	0.00000 
0.23333 	0.013808 	0.00000 
0.25000 	0.015321 	0.00000 
0.26667 	0.017023 	0.00000 
0.28333 	0.018537 	0.00000 
0.30000 	0.020428 	0.00000 
0.31667 	0.022509 	0.0016178 
0.33333 	0.024589 	0.00000 
0.35000 	0.026481 	0.0016178 
0.36667 	0.028183 	0.0016178 
0.38333 	0.029886 	0.00000 
0.40000 	0.031588 	0.00000 
0.41667 	0.033101 	0.00000 
0.43333 	0.034803 	0.00000 
0.45000 	0.036506 	0.00000 
0.46667 	0.038397 	0.0016178 
0.48333 	0.040100 	0.00000 
0.50000 	0.041802 	0.00000 
0.51667 	0.043693 	0.0016178 
0.53333 	0.045207 	0.0016178 
0.55000 	0.046909 	0.0016178 
0.56667 	0.048422 	0.0016178 
0.58333 	0.050124 	0.0016178 
0.60000 	0.051638 	0.0016178 
0.61667 	0.053340 	0.00000 
0.63333 	0.055042 	0.00000 
0.65000 	0.056745 	0.0016178 
0.66667 	0.058447 	0.0016178 
0.68333 	0.060149 	0.0016178 
0.70000 	0.061663 	0.0016178 
0.71667 	0.063176 	0.0016178 
0.73333 	0.064878 	0.0016178 
0.75000 	0.066391 	0.00000 
0.76667 	0.068094 	0.0016178 
0.78333 	0.069796 	0.00000 
0.80000 	0.071498 	0.0016178 
0.81667 	0.073201 	0.00000 
0.83333 	0.074903 	0.0016178 
0.85000 	0.076605 	0.00000 
0.86667 	0.078119 	0.00000 
0.88333 	0.079821 	0.00000 
0.90000 	0.081334 	0.00000 
0.91667 	0.083036 	0.0016178 
0.93333 	0.084739 	0.0016178 
0.95000 	0.086630 	0.0016178 
0.96667 	0.088333 	0.0016178 
0.98333 	0.090035 	0.0016178 
1.0000 	0.091737 	0.00000 
1.0167 	0.093250 	0.0016178 
1.0333 	0.094953 	0.0016178 
1.0500 	0.096466 	0.0016178 
1.0667 	0.098168 	0.0016178 
1.0833 	0.099871 	0.00000 
1.1000 	0.10138 	0.0016178 
1.1167 	0.10328 	0.00000 
1.1333 	0.10498 	0.00000 
1.1500 	0.10649 	0.00000 
1.1667 	0.10819 	0.0016178 
1.1833 	0.10990 	0.00000 
1.2000 	0.11141 	0.00000 
1.2167 	0.11311 	0.00000 
1.2333 	0.11462 	0.0016178 
1.2500 	0.11633 	0.00000 
1.2667 	0.11803 	0.00000 
1.2833 	0.11973 	0.00000 
1.3000 	0.12143 	0.00000 
1.3167 	0.12314 	0.0016178 
1.3333 	0.12484 	0.0016178 
1.3500 	0.12654 	0.0016178 
1.3667 	0.12805 	0.0016178 
1.3833 	0.12976 	0.00000 
1.4000 	0.13146 	0.0016178 
1.4167 	0.13316 	0.00000 
1.4333 	0.13505 	0.0016178 
1.4500 	0.13675 	0.00000 
1.4667 	0.13846 	0.0016178 
1.4833 	0.14016 	0.00000 
1.5000 	0.14167 	0.00000 
1.5167 	0.14337 	0.0016178 
1.5333 	0.14489 	0.0016178 
1.5500 	0.14659 	0.00000 
1.5667 	0.14829 	0.0016178 
1.5833 	0.15000 	0.0016178 
1.6000 	0.15170 	0.00000 
1.6167 	0.15340 	0.0016178 
1.6333 	0.15510 	0.0016178 
1.6500 	0.15662 	0.0016178 
1.6667 	0.15832 	0.0016178 
1.6833 	0.15983 	0.0016178 
1.7000 	0.16153 	0.0016178 
1.7167 	0.16324 	0.0016178 
1.7333 	0.16494 	0.00000 
1.7500 	0.16664 	0.00000 
1.7667 	0.16834 	0.0016178 
1.7833 	0.17004 	0.00000 
1.8000 	0.17175 	0.0016178 
1.8167 	0.17326 	0.0016178 
1.8333 	0.17496 	0.0016178 
1.8500 	0.17648 	0.0016178 
1.8667 	0.17818 	0.0016178 
1.8833 	0.17988 	0.0016178 
1.9000 	0.18177 	0.0016178 
