Tempo(s)	Deformacao(mm)	Forca(N)
0.016667 	0.00000 	-0.0016194 
0.066667 	0.00075660 	0.00000 
0.083333 	0.0015132 	0.00000 
0.10000 	0.0024589 	0.0016178 
0.11667 	0.0035938 	0.00000 
0.13333 	0.0049179 	0.00000 
0.15000 	0.0062419 	0.00000 
0.16667 	0.0077551 	0.0016178 
0.18333 	0.0098357 	0.0016178 
0.20000 	0.011916 	0.0016178 
0.21667 	0.013619 	0.0016178 
0.23333 	0.015321 	0.0016178 
0.25000 	0.017023 	0.0016178 
0.26667 	0.018726 	0.0016178 
0.28333 	0.020239 	0.0016178 
0.30000 	0.021752 	0.0016178 
0.31667 	0.023265 	0.0016178 
0.33333 	0.024968 	0.0016178 
0.35000 	0.026481 	0.0016178 
0.36667 	0.028183 	0.0016178 
0.38333 	0.029886 	0.0016178 
0.40000 	0.031588 	0.0032355 
0.41667 	0.033290 	0.0032355 
0.43333 	0.034993 	0.0032355 
0.45000 	0.036506 	0.0016178 
0.46667 	0.038208 	0.0016178 
0.48333 	0.039721 	0.0016178 
0.50000 	0.041424 	0.0016178 
0.51667 	0.043126 	0.0016178 
0.53333 	0.044828 	0.0016178 
0.55000 	0.046531 	0.0032355 
0.56667 	0.048233 	0.0032355 
0.58333 	0.049935 	0.0016178 
0.60000 	0.051449 	0.0016178 
0.61667 	0.053151 	0.0016178 
0.63333 	0.054664 	0.0032355 
0.65000 	0.056366 	0.0016178 
0.66667 	0.057880 	0.0032355 
0.68333 	0.059771 	0.0016178 
0.70000 	0.061473 	0.0032355 
0.71667 	0.063176 	0.0032355 
0.73333 	0.064878 	0.0016178 
0.75000 	0.066580 	0.0016178 
0.76667 	0.068094 	0.0032355 
0.78333 	0.069796 	0.0032355 
0.80000 	0.071309 	0.0032355 
0.81667 	0.073012 	0.0032355 
0.83333 	0.074714 	0.0048533 
0.85000 	0.076416 	0.0032355 
0.86667 	0.078119 	0.0032355 
0.88333 	0.080010 	0.0032355 
0.90000 	0.081712 	0.0032355 
0.91667 	0.083226 	0.0032355 
0.93333 	0.084928 	0.0032355 
0.95000 	0.086441 	0.0032355 
0.96667 	0.088143 	0.0032355 
0.98333 	0.089846 	0.0032355 
1.0000 	0.091548 	0.0032355 
1.0167 	0.093250 	0.0032355 
1.0333 	0.094953 	0.0032355 
1.0500 	0.096655 	0.0032355 
1.0667 	0.098357 	0.0032355 
1.0833 	0.10006 	0.0032355 
1.1000 	0.10157 	0.0032355 
1.1167 	0.10309 	0.0032355 
1.1333 	0.10479 	0.0032355 
1.1500 	0.10630 	0.0032355 
1.1667 	0.10800 	0.0032355 
1.1833 	0.10971 	0.0032355 
1.2000 	0.11141 	0.0032355 
1.2167 	0.11311 	0.0048533 
1.2333 	0.11462 	0.0032355 
1.2500 	0.11614 	0.0048533 
1.2667 	0.11784 	0.0032355 
1.2833 	0.11935 	0.0032355 
1.3000 	0.12106 	0.0032355 
1.3167 	0.12276 	0.0032355 
1.3333 	0.12446 	0.0032355 
1.3500 	0.12616 	0.0048533 
1.3667 	0.12786 	0.0032355 
1.3833 	0.12957 	0.0032355 
1.4000 	0.13108 	0.0032355 
1.4167 	0.13278 	0.0032355 
1.4333 	0.13448 	0.0032355 
1.4500 	0.13600 	0.0032355 
1.4667 	0.13789 	0.0032355 
1.4833 	0.13959 	0.0032355 
1.5000 	0.14129 	0.0032355 
1.5167 	0.14319 	0.0048533 
1.5333 	0.14489 	0.0048533 
1.5500 	0.14659 	0.0032355 
1.5667 	0.14810 	0.0048533 
1.5833 	0.14981 	0.0048533 
1.6000 	0.15151 	0.0032355 
1.6167 	0.15321 	0.0048533 
1.6333 	0.15491 	0.0048533 
1.6500 	0.15662 	0.0032355 
1.6667 	0.15832 	0.0032355 
1.6833 	0.16002 	0.0048533 
1.7000 	0.16153 	0.0048533 
1.7167 	0.16324 	0.0048533 
1.7333 	0.16475 	0.0048533 
1.7500 	0.16645 	0.0048533 
1.7667 	0.16815 	0.0048533 
1.7833 	0.16986 	0.0048533 
1.8000 	0.17156 	0.0048533 
1.8167 	0.17326 	0.0048533 
1.8333 	0.17496 	0.0048533 
1.8500 	0.17667 	0.0048533 
1.8667 	0.17818 	0.0064711 
1.8833 	0.17988 	0.0048533 
1.9000 	0.18139 	0.0048533 
1.9167 	0.18310 	0.0048533 
1.9333 	0.18480 	0.0064711 
1.9500 	0.18650 	0.0064711 
1.9667 	0.18820 	0.0064711 
1.9833 	0.18991 	0.0048533 
2.0000 	0.19161 	0.0048533 
2.0167 	0.19331 	0.0064711 
2.0333 	0.19501 	0.0064711 
2.0500 	0.19653 	0.0064711 
2.0667 	0.19804 	0.0064711 
2.0833 	0.19974 	0.0064711 
2.1000 	0.20144 	0.0064711 
2.1167 	0.20315 	0.0080889 
2.1333 	0.20485 	0.0064711 
2.1500 	0.20636 	0.0080889 
2.1667 	0.20806 	0.0080889 
2.1833 	0.20977 	0.0080889 
2.2000 	0.21128 	0.0080889 
2.2167 	0.21298 	0.0080889 
2.2333 	0.21449 	0.0097066 
2.2500 	0.21620 	0.0080889 
2.2667 	0.21790 	0.0097066 
2.2833 	0.21979 	0.0097066 
2.3000 	0.22149 	0.0097066 
2.3333 	0.22471 	0.011324 
2.3500 	0.22641 	0.011324 
2.3667 	0.22811 	0.011324 
2.4000 	0.23133 	0.012942 
2.4167 	0.23303 	0.014560 
2.4333 	0.23492 	0.014560 
2.4500 	0.23663 	0.012942 
2.4667 	0.23833 	0.014560 
2.4833 	0.24003 	0.014560 
2.5167 	0.24325 	0.016178 
2.5500 	0.24646 	0.016178 
2.5833 	0.24968 	0.017796 
2.6167 	0.25308 	0.019413 
2.6500 	0.25630 	0.021031 
2.6833 	0.25951 	0.022649 
2.7167 	0.26292 	0.024267 
2.7500 	0.26632 	0.025884 
2.7833 	0.26973 	0.027502 
2.8167 	0.27313 	0.029120 
2.8500 	0.27635 	0.030738 
2.8833 	0.27975 	0.032355 
2.9167 	0.28316 	0.035591 
2.9500 	0.28656 	0.035591 
2.9833 	0.28978 	0.038827 
3.0167 	0.29299 	0.040444 
