Tempo(s)	Deformacao(mm)	Forca(N)
0.016667 	0.00000 	0.00000 
0.10000 	0.0017023 	0.00000 
0.11667 	0.0034047 	0.00000 
0.13333 	0.0051070 	0.00000 
0.15000 	0.0066202 	0.0016178 
0.16667 	0.0075660 	0.00000 
0.18333 	0.0087009 	0.00000 
0.20000 	0.010214 	0.00000 
0.21667 	0.011727 	0.00000 
0.23333 	0.013240 	0.00000 
0.25000 	0.014943 	0.00000 
0.26667 	0.016456 	0.0016178 
0.28333 	0.018158 	0.00000 
0.30000 	0.019861 	0.00000 
0.31667 	0.021752 	0.0016178 
0.33333 	0.023833 	0.0016178 
0.35000 	0.025724 	0.00000 
0.36667 	0.027616 	0.0016178 
0.38333 	0.029318 	0.0016178 
0.40000 	0.031020 	0.0016178 
0.41667 	0.032723 	0.0016178 
0.43333 	0.034236 	0.0016178 
0.45000 	0.035749 	0.0016178 
0.46667 	0.037452 	0.0016178 
0.48333 	0.039154 	0.0016178 
0.50000 	0.040856 	0.0016178 
0.51667 	0.042559 	0.0032355 
0.53333 	0.044261 	0.0032355 
0.55000 	0.045774 	0.0032355 
0.56667 	0.047476 	0.0032355 
0.58333 	0.048990 	0.0032355 
0.60000 	0.050692 	0.0032355 
0.61667 	0.052205 	0.0032355 
0.63333 	0.053907 	0.0048533 
0.65000 	0.055610 	0.0032355 
0.66667 	0.057312 	0.0048533 
0.68333 	0.059014 	0.0048533 
0.70000 	0.060717 	0.0048533 
0.71667 	0.062419 	0.0048533 
0.73333 	0.064122 	0.0064711 
0.75000 	0.065635 	0.0048533 
0.76667 	0.067337 	0.0048533 
0.78333 	0.068850 	0.0064711 
0.80000 	0.070553 	0.0064711 
0.81667 	0.072444 	0.0064711 
0.83333 	0.074146 	0.0064711 
0.85000 	0.075849 	0.0064711 
0.86667 	0.077551 	0.0080889 
0.88333 	0.079253 	0.0064711 
0.90000 	0.080767 	0.0080889 
0.91667 	0.082469 	0.0080889 
0.93333 	0.083982 	0.0080889 
0.95000 	0.085685 	0.0080889 
0.96667 	0.087198 	0.0080889 
0.98333 	0.089089 	0.0097066 
1.0000 	0.090792 	0.0097066 
1.0167 	0.092494 	0.011324 
1.0333 	0.094007 	0.011324 
1.0500 	0.095709 	0.011324 
1.0667 	0.097223 	0.011324 
1.0833 	0.098925 	0.011324 
1.1000 	0.10063 	0.011324 
1.1167 	0.10214 	0.012942 
1.1333 	0.10384 	0.012942 
1.1500 	0.10573 	0.012942 
1.1667 	0.10744 	0.012942 
1.1833 	0.10914 	0.012942 
1.2000 	0.11084 	0.014560 
1.2167 	0.11235 	0.014560 
1.2333 	0.11406 	0.014560 
1.2500 	0.11557 	0.016178 
1.2667 	0.11727 	0.016178 
1.2833 	0.11897 	0.016178 
1.3000 	0.12068 	0.016178 
1.3167 	0.12238 	0.016178 
1.3333 	0.12408 	0.017796 
1.3500 	0.12578 	0.017796 
1.3667 	0.12749 	0.017796 
1.3833 	0.12900 	0.017796 
1.4000 	0.13070 	0.017796 
1.4167 	0.13240 	0.019413 
1.4333 	0.13392 	0.019413 
1.4500 	0.13562 	0.021031 
1.4667 	0.13732 	0.021031 
1.4833 	0.13921 	0.021031 
1.5000 	0.14073 	0.021031 
1.5167 	0.14243 	0.021031 
1.5333 	0.14394 	0.022649 
1.5500 	0.14564 	0.022649 
1.5667 	0.14716 	0.024267 
1.5833 	0.14886 	0.022649 
1.6000 	0.15056 	0.022649 
1.6167 	0.15226 	0.024267 
1.6333 	0.15397 	0.024267 
1.6500 	0.15567 	0.024267 
1.6667 	0.15737 	0.025884 
1.6833 	0.15889 	0.025884 
1.7000 	0.16059 	0.025884 
1.7167 	0.16229 	0.027502 
1.7333 	0.16380 	0.027502 
1.7500 	0.16551 	0.029120 
1.7667 	0.16721 	0.029120 
1.7833 	0.16910 	0.029120 
1.8000 	0.17080 	0.030738 
1.8167 	0.17250 	0.033973 
1.8333 	0.17421 	0.037209 
1.8500 	0.17572 	0.038827 
1.8667 	0.17742 	0.040444 
1.8833 	0.17912 	0.043680 
1.9000 	0.18064 	0.046915 
1.9167 	0.18234 	0.048533 
1.9333 	0.18404 	0.051769 
1.9500 	0.18593 	0.053387 
1.9667 	0.18745 	0.056622 
1.9833 	0.18915 	0.059858 
2.0000 	0.19066 	0.061475 
2.0167 	0.19236 	0.063093 
2.0333 	0.19388 	0.066329 
2.0500 	0.19558 	0.067946 
2.0667 	0.19728 	0.071182 
