Tempo(s)	Deformacao(mm)	Forca(N)
0.016667 	0.00000 	0.75065 
0.10000 	0.0017023 	0.75065 
0.11667 	0.0035938 	0.75065 
0.13333 	0.0052962 	0.75065 
0.15000 	0.0066202 	0.75065 
0.16667 	0.0077551 	0.75065 
0.18333 	0.0088900 	0.75065 
0.20000 	0.010214 	0.75065 
0.21667 	0.011727 	0.75065 
0.23333 	0.013240 	0.74903 
0.25000 	0.014754 	0.75065 
0.26667 	0.016456 	0.75065 
0.28333 	0.018158 	0.75065 
0.30000 	0.019861 	0.75065 
0.31667 	0.021941 	0.75065 
0.33333 	0.024022 	0.75065 
0.35000 	0.025724 	0.75065 
0.36667 	0.027427 	0.75065 
0.38333 	0.029129 	0.75065 
0.40000 	0.030642 	0.75065 
0.41667 	0.032344 	0.75065 
0.43333 	0.034047 	0.75065 
0.45000 	0.035749 	0.75065 
0.46667 	0.037641 	0.75065 
0.48333 	0.039343 	0.75065 
0.50000 	0.040856 	0.75065 
0.51667 	0.042559 	0.75065 
0.53333 	0.044072 	0.74903 
0.55000 	0.045774 	0.75065 
0.56667 	0.047476 	0.75065 
0.58333 	0.049179 	0.75065 
0.60000 	0.050881 	0.75065 
0.61667 	0.052583 	0.75065 
0.63333 	0.054286 	0.75065 
0.65000 	0.055988 	0.75226 
0.66667 	0.057690 	0.75065 
0.68333 	0.059204 	0.75065 
0.70000 	0.060717 	0.74903 
0.71667 	0.062419 	0.75065 
0.73333 	0.064122 	0.75065 
0.75000 	0.065824 	0.75065 
0.76667 	0.067526 	0.75065 
0.78333 	0.069229 	0.75065 
0.80000 	0.070931 	0.75065 
0.81667 	0.072444 	0.75065 
0.83333 	0.074146 	0.74903 
0.85000 	0.075660 	0.75065 
0.86667 	0.077173 	0.75065 
0.88333 	0.078875 	0.75065 
0.90000 	0.080577 	0.75065 
0.91667 	0.082280 	0.75065 
0.93333 	0.083982 	0.75065 
0.95000 	0.085685 	0.75065 
0.96667 	0.087387 	0.75065 
0.98333 	0.089089 	0.75065 
1.0000 	0.090602 	0.75065 
1.0167 	0.092305 	0.75065 
1.0333 	0.093818 	0.75065 
1.0500 	0.095520 	0.75065 
1.0667 	0.097412 	0.75065 
1.0833 	0.099114 	0.75065 
1.1000 	0.10082 	0.75065 
1.1167 	0.10252 	0.75065 
1.1333 	0.10422 	0.75065 
1.1500 	0.10573 	0.75065 
1.1667 	0.10744 	0.75065 
1.1833 	0.10895 	0.75065 
1.2000 	0.11065 	0.75065 
1.2167 	0.11235 	0.75065 
1.2333 	0.11406 	0.75065 
1.2500 	0.11576 	0.75226 
1.2667 	0.11746 	0.75226 
1.2833 	0.11897 	0.75065 
1.3000 	0.12049 	0.75065 
