Tempo(s)	Deformacao(mm)	Forca(N)
0.016667 	0.00000 	-0.0016194 
0.10000 	0.0020806 	0.00000 
0.11667 	0.0037830 	0.00000 
0.13333 	0.0052962 	0.00000 
0.15000 	0.0066202 	0.00000 
0.16667 	0.0075660 	-0.0016194 
0.18333 	0.0087009 	0.00000 
0.20000 	0.0098357 	0.00000 
0.21667 	0.011349 	0.00000 
0.23333 	0.012673 	0.00000 
0.25000 	0.014375 	0.00000 
0.26667 	0.016078 	0.00000 
0.28333 	0.017969 	0.00000 
0.30000 	0.019671 	0.00000 
0.31667 	0.021374 	0.0016178 
0.33333 	0.023076 	0.0016178 
0.35000 	0.024779 	0.0016178 
0.36667 	0.026481 	0.0016178 
0.38333 	0.028562 	0.0016178 
0.40000 	0.030831 	0.0016178 
0.41667 	0.032723 	0.0016178 
0.43333 	0.034425 	0.0016178 
0.45000 	0.036317 	0.0016178 
0.46667 	0.037830 	0.0032355 
0.48333 	0.039343 	0.0016178 
0.50000 	0.041045 	0.0016178 
0.51667 	0.042559 	0.0016178 
0.53333 	0.044261 	0.0032355 
0.55000 	0.045963 	0.0032355 
0.56667 	0.047666 	0.0032355 
0.58333 	0.049557 	0.0032355 
0.60000 	0.051070 	0.0032355 
0.61667 	0.052773 	0.0032355 
0.63333 	0.054286 	0.0032355 
0.65000 	0.055988 	0.0032355 
0.66667 	0.057501 	0.0032355 
0.68333 	0.059204 	0.0032355 
0.70000 	0.060906 	0.0032355 
0.71667 	0.062797 	0.0016178 
0.73333 	0.064500 	0.0032355 
0.75000 	0.066202 	0.0032355 
0.76667 	0.067904 	0.0032355 
0.78333 	0.069418 	0.0032355 
0.80000 	0.070931 	0.0032355 
0.81667 	0.072633 	0.0032355 
0.83333 	0.074146 	0.0032355 
0.85000 	0.075849 	0.0032355 
0.86667 	0.077551 	0.0032355 
0.88333 	0.079253 	0.0032355 
0.90000 	0.080956 	0.0032355 
0.91667 	0.082658 	0.0032355 
0.93333 	0.084171 	0.0048533 
0.95000 	0.085874 	0.0032355 
0.96667 	0.087387 	0.0048533 
0.98333 	0.089089 	0.0032355 
1.0000 	0.090602 	0.0032355 
1.0167 	0.092494 	0.0016178 
1.0333 	0.094196 	0.0032355 
1.0500 	0.095899 	0.0032355 
1.0667 	0.097601 	0.0032355 
1.0833 	0.099303 	0.0032355 
1.1000 	0.10082 	0.0016178 
1.1167 	0.10252 	0.0048533 
1.1333 	0.10403 	0.0032355 
1.1500 	0.10573 	0.0032355 
1.1667 	0.10744 	0.0032355 
1.1833 	0.10914 	0.0032355 
1.2000 	0.11103 	0.0016178 
