Tempo(s)	Deformacao(mm)	Forca(N)
0.016667 	0.00000 	-0.0016194 
0.083333 	0.00094575 	0.00000 
0.10000 	0.0017023 	-0.0016194 
0.11667 	0.0026481 	0.00000 
0.13333 	0.0035938 	0.00000 
0.15000 	0.0047287 	0.00000 
0.16667 	0.0060528 	0.00000 
0.18333 	0.0077551 	0.00000 
0.20000 	0.0094575 	0.00000 
0.21667 	0.011160 	0.00000 
0.23333 	0.013430 	0.0016178 
0.25000 	0.015510 	0.00000 
0.26667 	0.017402 	0.00000 
0.28333 	0.018915 	0.0016178 
0.30000 	0.020617 	0.0016178 
0.31667 	0.022130 	0.0016178 
0.33333 	0.023833 	0.00000 
0.35000 	0.025535 	0.0016178 
0.36667 	0.027427 	0.0016178 
0.38333 	0.029129 	0.00000 
0.40000 	0.030642 	0.0016178 
0.41667 	0.032344 	0.0016178 
0.43333 	0.033858 	0.0016178 
0.45000 	0.035560 	0.0016178 
0.46667 	0.037073 	0.0016178 
0.48333 	0.038776 	0.0016178 
0.50000 	0.040478 	0.0016178 
0.51667 	0.042180 	0.0016178 
0.53333 	0.043883 	0.0016178 
0.55000 	0.045585 	0.0016178 
0.56667 	0.047098 	0.0016178 
0.58333 	0.048800 	0.0016178 
0.60000 	0.050314 	0.0016178 
0.61667 	0.051827 	0.0016178 
0.63333 	0.053529 	0.0016178 
0.65000 	0.055232 	0.0016178 
0.66667 	0.056934 	0.0016178 
0.68333 	0.058636 	0.0016178 
0.70000 	0.060339 	0.0016178 
0.71667 	0.062041 	0.0016178 
0.73333 	0.063743 	0.0016178 
0.75000 	0.065446 	0.00000 
0.76667 	0.066959 	0.0016178 
0.78333 	0.068661 	0.0016178 
0.80000 	0.070174 	0.0016178 
0.81667 	0.071877 	0.0016178 
0.83333 	0.073768 	0.0032355 
0.85000 	0.075470 	0.0016178 
0.86667 	0.077173 	0.0016178 
0.88333 	0.078875 	0.0016178 
0.90000 	0.080388 	0.0016178 
0.91667 	0.082091 	0.0016178 
0.93333 	0.083604 	0.0016178 
0.95000 	0.085117 	0.0016178 
0.96667 	0.086819 	0.0016178 
0.98333 	0.088711 	0.0016178 
1.0000 	0.090413 	0.00000 
1.0167 	0.092116 	0.00000 
1.0333 	0.093818 	0.0016178 
1.0500 	0.095331 	0.0016178 
1.0667 	0.097033 	0.0016178 
1.0833 	0.098547 	0.0016178 
1.1000 	0.10006 	0.0016178 
1.1167 	0.10176 	0.0016178 
1.1333 	0.10346 	0.0016178 
1.1500 	0.10517 	0.00000 
1.1667 	0.10687 	0.0016178 
1.1833 	0.10857 	0.0016178 
1.2000 	0.11027 	0.0016178 
1.2167 	0.11198 	0.0016178 
1.2333 	0.11349 	0.0016178 
1.2500 	0.11519 	0.0016178 
1.2667 	0.11670 	0.0016178 
1.2833 	0.11860 	0.0016178 
1.3000 	0.12030 	0.0016178 
1.3167 	0.12200 	0.0016178 
1.3333 	0.12370 	0.0016178 
1.3500 	0.12541 	0.00000 
1.3667 	0.12711 	0.00000 
1.3833 	0.12862 	0.0016178 
1.4000 	0.13032 	0.0016178 
1.4167 	0.13184 	0.00000 
1.4333 	0.13354 	0.0016178 
1.4500 	0.13524 	0.0016178 
1.4667 	0.13694 	0.0016178 
1.4833 	0.13865 	0.0016178 
1.5000 	0.14035 	0.0016178 
1.5167 	0.14186 	0.0016178 
1.5333 	0.14356 	0.0016178 
1.5500 	0.14508 	0.0016178 
1.5667 	0.14678 	0.0032355 
1.5833 	0.14848 	0.0016178 
1.6000 	0.15018 	0.0016178 
1.6167 	0.15189 	0.0032355 
1.6333 	0.15359 	0.0032355 
1.6500 	0.15529 	0.0016178 
1.6667 	0.15699 	0.0016178 
1.6833 	0.15870 	0.0016178 
1.7000 	0.16021 	0.0016178 
1.7167 	0.16191 	0.0032355 
1.7333 	0.16342 	0.0048533 
1.7500 	0.16513 	0.0048533 
1.7667 	0.16683 	0.0048533 
1.7833 	0.16853 	0.0048533 
1.8000 	0.17023 	0.0032355 
1.8167 	0.17194 	0.0032355 
1.8333 	0.17364 	0.0032355 
1.8500 	0.17534 	0.0032355 
1.8667 	0.17685 	0.0032355 
