Tempo(s)	Deformacao(mm)	Forca(N)
0.016667 	0.00018915 	0.00000 
0.083333 	0.0013240 	-0.0016194 
0.10000 	0.0028372 	0.00000 
0.11667 	0.0045396 	0.00000 
0.13333 	0.0060528 	0.00000 
0.15000 	0.0071877 	0.00000 
0.16667 	0.0081334 	0.00000 
0.18333 	0.0094575 	0.00000 
0.20000 	0.010781 	0.00000 
0.21667 	0.012484 	0.00000 
0.23333 	0.014186 	0.00000 
0.25000 	0.015889 	0.00000 
0.26667 	0.017402 	0.00000 
0.28333 	0.019104 	0.00000 
0.30000 	0.020996 	0.00000 
0.31667 	0.022887 	0.0016178 
0.33333 	0.024779 	0.0016178 
0.35000 	0.026481 	0.00000 
0.36667 	0.028372 	0.00000 
0.38333 	0.030075 	0.00000 
0.40000 	0.031777 	0.00000 
0.41667 	0.033669 	0.00000 
0.43333 	0.035371 	0.00000 
0.45000 	0.036884 	0.00000 
0.46667 	0.038586 	0.00000 
0.48333 	0.040100 	0.0016178 
0.50000 	0.041613 	0.00000 
0.51667 	0.043315 	0.00000 
0.53333 	0.045017 	0.00000 
0.55000 	0.046720 	0.00000 
0.56667 	0.048422 	0.00000 
0.58333 	0.050124 	0.0016178 
0.60000 	0.051827 	0.00000 
0.61667 	0.053529 	0.00000 
0.63333 	0.055042 	0.00000 
0.65000 	0.056745 	0.00000 
0.66667 	0.058258 	0.00000 
0.68333 	0.059960 	0.00000 
0.70000 	0.061663 	0.00000 
0.71667 	0.063365 	0.00000 
0.73333 	0.065256 	0.00000 
0.75000 	0.066959 	-0.0016194 
0.76667 	0.068472 	0.00000 
0.78333 	0.070174 	0.00000 
0.80000 	0.071687 	0.00000 
0.81667 	0.073390 	0.00000 
0.83333 	0.075092 	0.00000 
0.85000 	0.076605 	0.00000 
0.86667 	0.078497 	0.00000 
0.88333 	0.080199 	0.00000 
0.90000 	0.081902 	0.00000 
0.91667 	0.083415 	-0.0016194 
0.93333 	0.085117 	0.00000 
0.95000 	0.086630 	0.00000 
0.96667 	0.088333 	0.00000 
0.98333 	0.089846 	0.00000 
1.0000 	0.091548 	0.00000 
1.0167 	0.093250 	0.00000 
1.0333 	0.094953 	0.00000 
1.0500 	0.096655 	0.00000 
1.0667 	0.098357 	0.00000 
1.0833 	0.10006 	0.00000 
1.1000 	0.10157 	0.00000 
1.1167 	0.10328 	0.00000 
1.1333 	0.10479 	0.00000 
1.1500 	0.10649 	0.00000 
1.1667 	0.10838 	0.00000 
1.1833 	0.11008 	0.00000 
1.2000 	0.11179 	0.00000 
1.2167 	0.11349 	0.00000 
1.2333 	0.11519 	0.00000 
1.2500 	0.11689 	0.00000 
1.2667 	0.11841 	0.00000 
1.2833 	0.12011 	0.00000 
1.3000 	0.12162 	0.00000 
1.3167 	0.12333 	0.0016178 
1.3333 	0.12503 	0.00000 
1.3500 	0.12673 	0.00000 
1.3667 	0.12843 	0.00000 
1.3833 	0.13013 	0.00000 
1.4000 	0.13184 	-0.0016194 
1.4167 	0.13335 	-0.0016194 
1.4333 	0.13486 	0.00000 
1.4500 	0.13657 	0.00000 
1.4667 	0.13827 	0.00000 
1.4833 	0.13997 	0.00000 
1.5000 	0.14167 	0.00000 
1.5167 	0.14337 	0.00000 
1.5333 	0.14508 	0.00000 
1.5500 	0.14659 	0.00000 
1.5667 	0.14829 	0.00000 
1.5833 	0.15000 	0.00000 
1.6000 	0.15151 	0.00000 
1.6167 	0.15321 	0.00000 
1.6333 	0.15491 	0.00000 
1.6500 	0.15662 	0.00000 
1.6667 	0.15851 	0.00000 
1.6833 	0.16021 	0.0016178 
