Tempo(s)	Deformacao(mm)	Forca(N)
0.016667 	0.00000 	0.00000 
0.083333 	0.00094575 	0.00000 
0.10000 	0.0017023 	0.00000 
0.11667 	0.0024589 	0.00000 
0.13333 	0.0035938 	-0.0016194 
0.15000 	0.0045396 	0.0016178 
0.16667 	0.0056745 	0.00000 
0.18333 	0.0069985 	0.00000 
0.20000 	0.0087009 	0.00000 
0.21667 	0.010403 	0.0016178 
0.23333 	0.012106 	0.00000 
0.25000 	0.014564 	0.00000 
0.26667 	0.016834 	0.0016178 
0.28333 	0.018726 	0.0016178 
0.30000 	0.020428 	0.0016178 
0.31667 	0.022130 	0.0016178 
0.33333 	0.023644 	0.0032355 
0.35000 	0.025346 	0.0032355 
0.36667 	0.027048 	0.0032355 
0.38333 	0.028751 	0.0032355 
0.40000 	0.030453 	0.0048533 
0.41667 	0.032155 	0.0064711 
0.43333 	0.033858 	0.0048533 
0.45000 	0.035371 	0.0064711 
0.46667 	0.037073 	0.0064711 
0.48333 	0.038586 	0.0064711 
0.50000 	0.040100 	0.0064711 
0.51667 	0.041802 	0.0064711 
0.53333 	0.043504 	0.0080889 
0.55000 	0.045207 	0.0064711 
0.56667 	0.046909 	0.0080889 
0.58333 	0.048800 	0.0080889 
0.60000 	0.050503 	0.0080889 
0.61667 	0.052016 	0.0080889 
0.63333 	0.053718 	0.0097066 
0.65000 	0.055232 	0.0097066 
0.66667 	0.056934 	0.0097066 
0.68333 	0.058447 	0.0097066 
0.70000 	0.060149 	0.0097066 
0.71667 	0.062041 	0.0097066 
0.73333 	0.063743 	0.0097066 
0.75000 	0.065446 	0.0097066 
0.76667 	0.067148 	0.011324 
0.78333 	0.068850 	0.011324 
0.80000 	0.070363 	0.011324 
0.81667 	0.072066 	0.011324 
0.83333 	0.073768 	0.011324 
0.85000 	0.075470 	0.012942 
0.86667 	0.077173 	0.012942 
0.88333 	0.078875 	0.012942 
0.90000 	0.080577 	0.012942 
0.91667 	0.082280 	0.014560 
0.93333 	0.083982 	0.014560 
0.95000 	0.085495 	0.014560 
0.96667 	0.087009 	0.016178 
0.98333 	0.088711 	0.016178 
1.0000 	0.090413 	0.017796 
1.0167 	0.092116 	0.019413 
1.0333 	0.093818 	0.019413 
1.0500 	0.095520 	0.021031 
1.0667 	0.097033 	0.022649 
1.0833 	0.098736 	0.024267 
1.1000 	0.10044 	0.027502 
1.1167 	0.10195 	0.027502 
1.1333 	0.10346 	0.029120 
1.1500 	0.10517 	0.032355 
1.1667 	0.10668 	0.033973 
1.1833 	0.10838 	0.035591 
1.2000 	0.11008 	0.037209 
1.2167 	0.11198 	0.038827 
1.2333 	0.11368 	0.040444 
1.2500 	0.11519 	0.043680 
1.2667 	0.11689 	0.046915 
1.2833 	0.11841 	0.046915 
1.3000 	0.12011 	0.048533 
1.3167 	0.12162 	0.051769 
1.3333 	0.12333 	0.053387 
1.3500 	0.12522 	0.056622 
1.3667 	0.12692 	0.058240 
1.3833 	0.12843 	0.061475 
1.4000 	0.13013 	0.063093 
1.4167 	0.13184 	0.066329 
1.4333 	0.13335 	0.067946 
1.4500 	0.13505 	0.069564 
1.4667 	0.13657 	0.072800 
1.4833 	0.13827 	0.074418 
1.5000 	0.13997 	0.077653 
1.5167 	0.14167 	0.079271 
1.5333 	0.14337 	0.082506 
1.5500 	0.14508 	0.085742 
1.5667 	0.14678 	0.087360 
1.5833 	0.14848 	0.087360 
1.6000 	0.15000 	0.088978 
1.6167 	0.15170 	0.092213 
1.6333 	0.15321 	0.095449 
1.6500 	0.15491 	0.098684 
1.6667 	0.15680 	0.10192 
1.6833 	0.15851 	0.10516 
1.7000 	0.16021 	0.10677 
1.7167 	0.16191 	0.10839 
1.7333 	0.16361 	0.11163 
1.7500 	0.16513 	0.11486 
1.7667 	0.16683 	0.11648 
1.7833 	0.16853 	0.11972 
1.8000 	0.17023 	0.12295 
1.8167 	0.17194 	0.12457 
1.8333 	0.17383 	0.12619 
1.8500 	0.17553 	0.12942 
1.8667 	0.17704 	0.13266 
1.8833 	0.17875 	0.13428 
1.9000 	0.18045 	0.13751 
1.9167 	0.18196 	0.14075 
1.9333 	0.18366 	0.14236 
